0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1,0.0,2.508568005384724,4.1210774528675245,1.637768460612832,1.6599035405370055,1.7723787203106809,4.344170373278163,3.9557030145199206,2.15859851778565,3.309894284467213,4.226097387688522,2.9506643941575166,0.922632952724594,2.3510258977364704,4.650705498632577,4.071203528572243,1.5474696445884915,3.039916806767386,4.279517135143152,2.985728812262897,2.6041866333435273,1.7133050279759399,1.5528606743057494,2.1760268357610633,3.924869027629611,3.1020429751299528,2.8385816141805162,1.1260703437242439,4.035600301140918,3.533949833248244,3.397561758013732,3.7385990517340106,2.0930891080628826,1.384140363997339,1.5108122350761617,4.253442490512848,1.9651184861944668,1.997428304317887,4.81130064824026,4.174999916975256,2.9406438904883934,4.441143779631384,3.1437581252364613,2.367166607696493,3.5064044154084213,1.7420474351767123,2.742473370493586,3.024603785488925,2.7187835919123793,4.561348137325406,2.32654277286272,2.231104585969415,4.404855348583284,0.9921361890374417,4.42903068610087,3.970164811335656,2.8658895432731937,1.3536204641551235,4.381982052807747,3.3074557257522903,2.181662865113535,4.212806761568304,2.718716602915999,2.2625584690289795,2.8665828682228316,3.649333290635305,3.3194494212294203,4.233244943937546,1.433188689306095,0.11862657462518758,4.56656545754976,3.3066001070563362,4.591095906175824,2.5296837582679754,3.7284173308435005,4.445787199428524,2.5763304975201504,4.678817878504947,1.7629509443970695,1.3062126188548366,1.5924008158533618,2.4456619702198275,1.5339340506180839,3.8304221635224565,2.453927838679414,4.9102341282664055,3.685828577479893,4.110833460710749,3.233340845458276,4.943027650732728,4.189548381035495,2.7751250272212697,1.566199958757272,2.9681574660425216,3.628169688979289,1.4323850499097466,3.071748394417063,3.012760054148257,1.7774018230467241,2.701340395546412
2,2.508568005384724,0.0,3.6321444515880006,3.625330438925261,0.8529469241091219,4.012265507884253,1.9958243878439907,3.4464538435372574,2.170443671487174,2.147918514787644,2.373109893741039,2.487112432975933,1.665253731973682,2.694866285548717,2.847877084590062,2.2292745828436398,3.7665338354719697,1.5698499030743422,3.2925717724938126,0.8277266161166155,3.093357401903411,3.818259257196491,2.387519827715738,2.137838558550832,2.2669572653800385,1.4798017302588888,1.8081366254153,1.7496400522335864,3.795529473429044,3.695797326004822,2.371696656772013,1.3026647981017432,2.272588841157114,3.1256652481593172,3.8175680135192174,2.0098157534651917,3.79066230593044,0.6637512323348886,2.6304101828010067,3.0520851670684386,0.6670234028978574,3.343688412190082,2.51017653054376,0.1948610156198903,1.0010101114918868,3.115138072167212,0.23591780459598613,0.5593553999016461,1.3515861079688962,4.301454038240483,3.5079060189850875,2.136219070580025,1.9550095536821568,1.789196414495411,3.624067205023079,3.110183757657069,1.4401479331017286,1.4503535230300986,2.0913788832069153,0.8558556248658028,1.5342621270518197,3.202048082032611,2.662258881614634,1.3791425532382595,3.6517598632653323,2.4533285306973704,3.3273300213770716,1.7346557290096056,1.1868736702705138,2.6216097456557965,2.08225741701432,1.895906458259167,3.5900329565285465,0.7778345871957345,3.7600153507133167,2.000138506336294,2.9858466462758906,2.188078366566413,0.8680345275466361,2.5552567791530874,1.8288087473755206,0.5841570232862674,3.4197391427495076,2.9109972969201325,3.4563121005465844,2.9230498922405865,2.1613738717477857,2.1654194768557584,1.0793172406536518,2.5227201576618556,3.115400574153201,1.6940793381632542,2.390012662281574,0.47834154470833695,2.0509357395420964,3.526040193811331,0.8595493154323469,2.3272600965378123,1.492564262192604,1.192615838719159
3,4.1210774528675245,3.6321444515880006,0.0,3.584512557077586,3.5457755190992715,4.125532012127516,3.3938331614898063,0.1882335003671863,1.9871813176321664,1.5364225378746614,2.2806640433488017,1.2528437716608618,3.4853267231038334,1.8044501260934454,2.249673964459298,2.2587996204182166,3.990461027346822,5.198805861024658,0.7981543610521616,2.9989839591924223,1.7044013721693254,3.8154087920915765,2.5842323277781922,1.9798336327375574,1.958780568147941,5.111804607963774,5.384504000060655,4.421059981970887,0.3923916050477409,1.0117971667687955,1.298428958188401,3.510180816738016,2.0318838123662033,3.2318936447088458,4.1743839123338695,3.088526102758247,3.382106615833554,3.9741878780410858,3.1034273110524633,1.0319263065526234,4.237751628018333,0.9890303916619618,1.1471551021029396,3.7446813596863815,3.9832152823552756,2.792197147679557,3.6400427776388313,3.508102311841463,2.2815389376350668,0.6958832618945296,2.4815416604001506,1.9324897779490342,3.7865835804973065,3.2564141578382637,0.5371258683963829,0.6691745703459104,5.059267115227532,4.300547192369881,3.2418738304866084,4.151647789351098,4.929739427692137,0.8418700720294008,1.4024477743734631,4.834490119264872,1.9239955878659618,1.3481184518952363,0.925920083628058,4.0223009543890065,3.2819173008995977,4.2089537252683495,4.060487879341957,1.8535717785483758,0.8772354870962855,2.854355621993806,0.8057928979414959,3.7843738708760397,1.6682186308089335,4.170417842204735,3.9785626089650865,2.8900668944326946,2.6063224304964505,3.0506138523499,3.4124024148862655,0.8378251754144461,2.249542743731846,2.699278445806896,1.8149340069901307,2.447495196410433,2.9128155185667164,3.9046494156734357,0.9493509699432213,5.270672608196624,2.5709615776391233,3.861851273747632,1.916848858121794,3.719433189762514,4.42086394522574,1.3306496387599875,4.674614335105573,4.805433483435875
4,1.637768460612832,3.625330438925261,3.584512557077586,0.0,2.827896033856482,0.5515175809075473,5.0673828888495995,3.469470527925647,2.104527813538868,3.4290538435277265,4.568171302096719,2.7595239884353915,2.030727592554576,1.896778463726365,4.892493864875592,4.4323791292143975,0.4150119334246341,4.546928979400509,4.035392066322406,3.7866847016117013,1.882356413014863,0.24611400772919764,1.4296321902396552,2.1454470651081325,4.192121376698607,4.580182823832858,4.40940436573437,2.713411076677402,3.354414023488955,2.7049929790266733,3.4026147121289356,4.619034091498446,1.9640638573860079,0.5233521922887561,0.6091440336353244,4.887559794200866,0.36519492446435237,3.3155794492434247,5.329417468503165,4.04100896904239,4.204303249497145,4.238581807054812,2.9859294727011307,3.546861482947956,4.589827225065805,0.8241898824806959,3.829989156002424,4.021412235767153,3.1949165484445006,3.7949396679847176,1.1565330864971641,2.199756737873385,5.2492068424960365,1.846298301079224,4.037245835801849,3.7102268831837613,4.3677268316006925,2.8767220661662347,5.044220931115738,4.480986417879387,3.7497671426984724,3.9977561613880623,2.353882810451721,3.799753322906224,1.7954392985493548,3.6876150641384737,2.660797290755505,5.190705933411346,2.44372265356673,1.6164077923927969,5.46661109275264,3.5792018915491504,4.298660425778074,3.302503386180043,2.9378340272906542,5.2807559198130365,1.9329815314044287,5.589962235924214,3.114449579091343,1.132171807487787,1.9404195252095562,3.317767842537989,0.22307055394987763,3.643294963488432,1.3791340107234196,5.257272837079641,3.922102604719106,4.536723452628825,3.9697853371204914,5.70735897311079,4.020697922892506,4.333409511847051,1.4357786073579495,4.101819883619674,3.9120189140803863,0.23397642967628116,4.369928854241808,2.941875214581821,3.3429403857263496,4.167413634410093
5,1.6599035405370055,0.8529469241091219,3.5457755190992715,2.827896033856482,0.0,3.1842363289144484,2.7352520102626556,3.358127167655077,1.7445504455993346,2.249316218511442,2.8434005157557176,2.303415460870095,0.8213250235468516,2.2289475380201265,3.3083968437380866,2.6879345386335745,2.938345071519921,1.8903552469054885,3.3930138263794767,1.402584897786433,2.6212550595198394,3.0069901976812834,1.7267607108093914,1.725545937385662,2.630195232201381,1.8726113749665756,1.932492102582647,1.0691291440910766,3.6229053052660327,3.3745473328277478,2.428256789352894,2.0930672320889125,1.8018389139668352,2.34858980804844,2.9791252088054163,2.6866793709420866,3.0259843909345316,0.5389735120486584,3.282317203729322,3.1999362559643605,1.37681368271646,3.4943375962657535,2.4019843879914564,0.7328430959159804,1.8539197925876207,2.4077427170053927,1.084474577054509,1.3671538302030901,1.4563801216727381,4.158254338613185,2.8708770720885366,1.7466521150366128,2.758586173109547,0.9827632394600784,3.663665478604563,3.146401117683624,1.7173825603366182,0.8327395395912159,2.7972944154756876,1.6838165254650053,1.3957175992842736,3.3082504590363127,2.335617758769104,1.3261784381649995,3.130362573449821,2.5976379552162867,3.036609582228558,2.5736562310957103,0.4123967826269199,1.774415556235983,2.9101625397158473,2.1011629096338376,3.7098508084763444,1.027836359835579,3.4875019923138755,2.8010887324859177,2.5294833486104027,3.0209255046814265,0.44472468208819793,1.8201760976978334,1.2266251031844675,0.8766024882065854,2.6321563381003985,2.9606009845928045,2.8623060497159525,3.478489834137343,2.4486788529510637,2.6776077995030474,1.6682755956061914,3.3097076133818386,3.2448934650649006,1.8258857845185879,1.7326315129902672,1.3235567026320347,2.3583284395539756,2.7104039486312286,1.542749022931146,2.2218872493911954,1.132700726624601,1.474239761726596
6,1.7723787203106809,4.012265507884253,4.125532012127516,0.5515175809075473,3.1842363289144484,0.0,5.552087621782699,4.014315457162544,2.639238934741988,3.9680756979371345,5.0970310973606505,3.3091355229856783,2.365239006583597,2.4480249984522096,5.430853916450336,4.958679270454904,0.2459341722513485,4.793748897039885,4.586587241212938,4.2457986089650825,2.4272630045975405,0.31071017917897437,1.9443778376065282,2.679143331039016,4.725252155916827,4.843912014767135,4.609883793180835,2.896552214163541,3.8845028091437674,3.225252031752867,3.9480359857846605,5.072159846025986,2.5014682435560767,1.0321005040182105,0.2828677551155986,5.384546447530876,0.7759057737848085,3.63663487048354,5.844021959054493,4.592247281955409,4.555155974853297,4.7900092176307005,3.5355452084169796,3.9152581443311636,4.996860917314364,1.375498877502724,4.227521457711859,4.443419177587675,3.6956626682881337,4.310159912930199,1.6683785872126402,2.7346640923289125,5.714076458155656,2.2242553425383025,4.584421486916357,4.261537418070472,4.6169864835658085,3.1033840614905857,5.538157170388722,4.8624273849537465,3.9515535226509795,4.549213409431268,2.9052899158292957,4.024348241844231,2.296824374449881,4.232845295088353,3.2002080208421146,5.632303331793059,2.825951584577562,1.7152510853172511,5.9220197618957,4.107346420148225,4.848615716043381,3.7589955408986717,3.4597670680221726,5.74757861620577,2.4813911781986584,6.043849347409241,3.4201739632981822,1.6242519512142544,2.4213806490423226,3.755579790650078,0.7579242361886913,4.194697173221613,1.8977715848117336,5.78888034585407,4.456021651420361,5.0571728212770015,4.442594894228121,6.189090929152057,4.572176203491348,4.544179258439966,1.9518735492407595,4.49058799823179,4.441891743532522,0.5134036259538844,4.7104856257494525,3.4881092355811516,3.5455898262976,4.435478080808005
7,4.344170373278163,1.9958243878439907,3.3938331614898063,5.0673828888495995,2.7352520102626556,5.552087621782699,0.0,3.25630376468811,3.0683881872707977,2.0409677980806484,1.1615320327713714,2.8091142848241772,3.4270921863892636,3.505485762970674,1.4588740129698377,1.1437603397205633,5.318340104692695,3.0537879618281853,2.700702861519746,1.3589060606727232,3.823191208889795,5.2978139324367595,3.6460723265646093,3.0243116772399974,1.4352559758867098,2.896310962344188,3.45416867324621,3.736476792956476,3.7206495931524852,3.9764149244872815,2.238357978710772,0.7223086907245784,3.2144087634817557,4.544584761879642,5.41831296147703,0.308600937912871,5.11750447649563,2.6585595174345915,0.7560986533166993,2.418473610158709,2.060505985770313,2.6157346790581397,2.6676519657502067,2.1873842384715676,1.3279232188091248,4.356200554532078,1.781099372584563,1.4404598711955583,1.8856830881544424,4.068772145460403,4.531718832996616,2.9839861605809963,0.4186025342791118,3.439526539280713,3.093172989930592,2.7254667365492757,3.018335044464265,3.4425920547246176,0.19311844665064803,1.662415594104752,3.4210458217686273,2.6225480157138685,3.20762714595209,3.242759878889615,4.388855293630558,2.0757329292772684,3.617528376019163,0.7825241037065447,2.911804863416886,4.462452500527808,0.6792822490144971,1.7334524644537606,2.8751155297744475,1.8301093168924745,3.9188686566330917,0.4028102610985561,3.7064602690816546,0.7803153893451144,2.860976393565885,3.9367576373418762,3.1316150157971703,1.8985318266704216,4.844776213862391,2.5615683423558306,4.387597387722171,1.2480569458158504,1.603311153199664,0.9554046448876728,1.1229167877315442,0.6417477889101365,2.506117828951273,3.356842138231736,3.6415566801362145,1.7159968514729484,1.5211349454122185,5.039046213774663,2.1310889794998875,2.560223448244939,3.465007214781692,2.8508049228569567
8,3.9557030145199206,3.4464538435372574,0.1882335003671863,3.469470527925647,3.358127167655077,4.014315457162544,3.25630376468811,0.0,1.813195548642858,1.361857105562162,2.1613199876254656,1.0682206928803044,3.3065813510438264,1.656555325263064,2.164140971082975,2.129573458300682,3.871683174784435,5.012408513838007,0.7487845749277149,2.821052043494965,1.5872655963093922,3.703685287053721,2.4262930371379925,1.8042499905628813,1.8244409647558402,4.9262249233268,5.196615026891907,4.238089045411395,0.47088119534576967,0.9849094419912484,1.1238563325907558,3.3486775345851143,1.8635526291099178,3.100713598344877,4.0530599260917315,2.953091493154709,3.280924577384634,3.7859650590771228,2.997521617757087,0.9455553344043726,4.05477105549837,0.9563717697481742,0.9589428268270987,3.55780538994526,3.811113254782068,2.6674115833176573,3.4568140823155336,3.3295313988098467,2.09654957774509,0.868403889529231,2.3865940051238423,1.7556872949486053,3.6436311768917693,3.080545827825841,0.5816501707960247,0.550913370728269,4.87232868103254,4.115047304204515,3.10927583422969,3.9744009999281786,4.741615822013603,0.7733884494710623,1.240135458311321,4.646256745222264,1.8556253188313199,1.1937202960638078,0.8309620952880847,3.8690876679342283,3.096550613142021,4.045343380884332,3.9180567255109047,1.6829446101593277,0.895538873511474,2.668788024451871,0.8071735545882492,3.6430415172903956,1.541341651881067,4.02981179845511,3.790571108865575,2.7383160125282826,2.4294692583097866,2.864445474388392,3.2914650086404578,0.6949499297464249,2.156048913047956,2.615269357199572,1.665336821356743,2.317179816996182,2.741072976678273,3.7814907547575927,0.8695999295172144,5.082812705103187,2.413098632014203,3.6809038757097485,1.7635106951790085,3.5965195904530862,4.238523839297,1.1424171319933887,4.487354814084838,4.618363940843956
9,2.15859851778565,2.170443671487174,1.9871813176321664,2.104527813538868,1.7445504455993346,2.639238934741988,3.0683881872707977,1.813195548642858,0.0,1.3308173687778004,2.4650129902103504,0.794279506939982,1.5072325176973975,0.5254825243435863,2.7920419818823268,2.3317000267131642,2.4346337777479925,3.598223950688737,2.135422396117855,1.946476444064213,0.9229470280911646,2.3489916909114528,0.7253662417026085,0.04409213674542014,2.087606895640524,3.5544648913486414,3.675947354288961,2.4695010406732667,1.9662147041639464,1.6344686914163222,1.3355203800321944,2.7537262369707993,0.14706134155180858,1.6097052004597168,2.580323789769096,2.8518806750214654,2.084125168728253,2.257306374789623,3.2452132372512925,2.062335262861101,2.8374120579425037,2.309838744078049,0.9984344587808958,2.200332657141252,2.9266671032320013,1.3193060959957519,2.290006002951399,2.3387536217689284,1.1957108025480374,2.50758231284991,1.4738858112663857,0.09542875525456043,3.31617495965299,1.2701578711430164,2.2704384064722816,1.8191191837964713,3.433255001140357,2.390350787869708,3.0157925232853238,2.942487683489462,3.126890321293171,2.0746638264989703,0.6196375554057206,3.0693681593744087,1.4881000188539886,1.6155754096739938,1.3135513269901586,3.3485815612202288,1.394709068810943,2.2547660144134016,3.5628246142453173,1.4779447804208146,2.4412755965756703,1.5305962173843721,1.7639408918149668,3.339837149877133,0.8160565821951793,3.688621341903037,2.1877479930700447,1.070421923143599,0.6245862207974601,1.6473587825510025,1.885567013536017,1.6932099022013727,1.358206093376764,3.1527953201152545,1.8177003370606468,2.444416045426896,2.052944385267018,3.7080725159003745,2.06464069099748,3.568173993249734,0.714672209282836,2.569412855124993,1.8086159798959343,2.140711492306432,3.029703970781265,0.8948026669538321,2.812870400020334,3.181167639896225
10,3.309894284467213,2.147918514787644,1.5364225378746614,3.4290538435277265,2.249316218511442,3.9680756979371345,2.0409677980806484,1.361857105562162,1.3308173687778004,0.0,1.176758672526087,0.7935531890882395,2.4726780832359094,1.6099789620512754,1.4634471460694798,1.065422480187583,3.7653775454061558,3.7157932687898705,1.1584210102487567,1.464815723436725,1.8549724222760593,3.6745339049299153,2.0484428778403556,1.292511454396439,0.7824103559351558,3.6166943604489186,3.943164287935422,3.2605761930662336,1.7820738241082619,1.9410917912782433,0.23808166034337777,2.010831292904031,1.4666270590756862,2.9401583138890484,3.910468350946831,1.7632545216835167,3.3788162978712686,2.5846972173349148,2.0143906043851145,0.9506624528045334,2.7210631378620342,1.2454365051363605,0.628189074072803,2.2833389966978626,2.4496150453450767,2.625167668657373,2.1275673820346537,1.9746467723668644,0.818891853460899,2.2297758736396784,2.6436860741325825,1.2355619322017228,2.3873336237044565,2.3241118847532043,1.4762399589731643,0.9633412163099379,3.587945922423611,3.0710509545618634,1.9308970010171131,2.615938405597593,3.559686888686183,1.0701385290235317,1.2255919843558458,3.4401371462872747,2.391689667156612,0.35316412012095355,1.5775405910134188,2.559820467127552,2.1042398482625497,3.4198658733778062,2.6598341992050885,0.3300625668482084,1.4690957433024339,1.3807577105959739,1.9033713796685041,2.395574426535867,1.7442074861689998,2.7794234052629774,2.640826997369757,2.391198522823081,1.7352957697201923,1.5846049281018124,3.2122582591308055,0.7635765010342911,2.4637992387930234,1.842258882529057,0.5151241793277428,1.2157608309228902,1.3802052758336352,2.6383426405937125,0.9981982805812989,3.8285975383978066,2.038733434220244,2.335163537809415,0.5473675557968705,3.471432888053012,2.8997571838159284,0.547607758656779,3.367247390684217,3.33889580878361
